Subject	Background	Probability	Style	Correct
35	Non-Native	High	Plain	0
36	Non-Native	High	Plain	1
36	Non-Native	High	Plain	1
36	Non-Native	High	Plain	1
36	Non-Native	High	Plain	1
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
36	Non-Native	High	Plain	0
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	1
37	Native	High	Plain	0
37	Native	High	Plain	0
37	Native	High	Plain	0
37	Native	High	Plain	0
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	1
38	Native	High	Plain	0
38	Native	High	Plain	0
38	Native	High	Plain	0
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	1
39	Native	High	Plain	0
39	Native	High	Plain	0
39	Native	High	Plain	0
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	1
40	Native	High	Plain	0
40	Native	High	Plain	0
40	Native	High	Plain	0
40	Native	High	Plain	0
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	1
41	Native	High	Plain	0
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	1
42	Native	High	Plain	0
42	Native	High	Plain	0
42	Native	High	Plain	0
42	Native	High	Plain	0
42	Native	High	Plain	0
43	Native	High	Plain	1
43	Native	High	Plain	1
43	Native	High	Plain	1
43	Native	High	Plain	1
43	Native	High	Plain	1
43	Native	High	Plain	1
43	Native	High	Plain	1
43	Native	High	Plain	1
43	Native	High	Plain	0
43	Native	High	Plain	0
43	Native	High	Plain	0
43	Native	High	Plain	0
43	Native	High	Plain	0
43	Native	High	Plain	0
43	Native	High	Plain	0
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	1
44	Native	High	Plain	0
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	1
45	Native	High	Plain	0
45	Native	High	Plain	0
45	Native	High	Plain	0
46	Native	High	Plain	1
46	Native	High	Plain	1
46	Native	High	Plain	1
46	Native	High	Plain	1
46	Native	High	Plain	1
46	Native	High	Plain	1
46	Native	High	Plain	1
46	Native	High	Plain	1
46	Native	High	Plain	1
46	Native	High	Plain	0
46	Native	High	Plain	0
46	Native	High	Plain	0
46	Native	High	Plain	0
46	Native	High	Plain	0
46	Native	High	Plain	0
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	1
47	Native	High	Plain	0
47	Native	High	Plain	0
47	Native	High	Plain	0
47	Native	High	Plain	0
47	Native	High	Plain	0
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	1
48	Native	High	Plain	0
48	Native	High	Plain	0
48	Native	High	Plain	0
48	Native	High	Plain	0
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	1
49	Native	High	Plain	0
49	Native	High	Plain	0
49	Native	High	Plain	0
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	1
50	Native	High	Plain	0
50	Native	High	Plain	0
50	Native	High	Plain	0
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	1
51	Native	High	Plain	0
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	1
52	Native	High	Plain	0
52	Native	High	Plain	0
52	Native	High	Plain	0
52	Native	High	Plain	0
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	1
53	Native	High	Plain	0
53	Native	High	Plain	0
53	Native	High	Plain	0
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	1
54	Native	High	Plain	0
54	Native	High	Plain	0
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	1
55	Native	High	Plain	0
55	Native	High	Plain	0
55	Native	High	Plain	0
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	1
56	Native	High	Plain	0
56	Native	High	Plain	0
56	Native	High	Plain	0
56	Native	High	Plain	0
56	Native	High	Plain	0
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	1
57	Native	High	Plain	0
57	Native	High	Plain	0
57	Native	High	Plain	0
57	Native	High	Plain	0
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	1
58	Native	High	Plain	0
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	1
59	Native	High	Plain	0
59	Native	High	Plain	0
59	Native	High	Plain	0
59	Native	High	Plain	0
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	1
60	Native	High	Plain	0
60	Native	High	Plain	0
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	1
61	Native	High	Plain	0
61	Native	High	Plain	0
61	Native	High	Plain	0
61	Native	High	Plain	0
61	Native	High	Plain	0
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	1
62	Native	High	Plain	0
62	Native	High	Plain	0
62	Native	High	Plain	0
62	Native	High	Plain	0
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	1
63	Native	High	Plain	0
63	Native	High	Plain	0
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	1
64	Native	High	Plain	0
64	Native	High	Plain	0
64	Native	High	Plain	0
64	Native	High	Plain	0
64	Native	High	Plain	0
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	1
65	Native	High	Plain	0
65	Native	High	Plain	0
65	Native	High	Plain	0
65	Native	High	Plain	0
65	Native	High	Plain	0
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	1
66	Native	High	Plain	0
66	Native	High	Plain	0
66	Native	High	Plain	0
66	Native	High	Plain	0
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	1
67	Native	High	Plain	0
67	Native	High	Plain	0
67	Native	High	Plain	0
67	Native	High	Plain	0
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	1
68	Native	High	Plain	0
68	Native	High	Plain	0
68	Native	High	Plain	0
68	Native	High	Plain	0
68	Native	High	Plain	0
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	1
69	Native	High	Plain	0
69	Native	High	Plain	0
69	Native	High	Plain	0
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	1
70	Native	High	Plain	0
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	1
71	Native	High	Plain	0
71	Native	High	Plain	0
72	Native	High	Plain	1
72	Native	High	Plain	1
72	Native	High	Plain	1
72	Native	High	Plain	1
72	Native	High	Plain	1
72	Native	High	Plain	1
72	Native	High	Plain	1
72	Native	High	Plain	1
72	Native	High	Plain	1
72	Native	High	Plain	0
72	Native	High	Plain	0
72	Native	High	Plain	0
72	Native	High	Plain	0
72	Native	High	Plain	0
72	Native	High	Plain	0
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	1
1	Non-Native	High	Clear	0
1	Non-Native	High	Clear	0
1	Non-Native	High	Clear	0
1	Non-Native	High	Clear	0
1	Non-Native	High	Clear	0
1	Non-Native	High	Clear	0
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	1
2	Non-Native	High	Clear	0
2	Non-Native	High	Clear	0
2	Non-Native	High	Clear	0
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	1
3	Non-Native	High	Clear	0
3	Non-Native	High	Clear	0
3	Non-Native	High	Clear	0
3	Non-Native	High	Clear	0
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	1
4	Non-Native	High	Clear	0
4	Non-Native	High	Clear	0
4	Non-Native	High	Clear	0
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	1
5	Non-Native	High	Clear	0
5	Non-Native	High	Clear	0
5	Non-Native	High	Clear	0
5	Non-Native	High	Clear	0
5	Non-Native	High	Clear	0
5	Non-Native	High	Clear	0
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	1
6	Non-Native	High	Clear	0
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	1
7	Non-Native	High	Clear	0
7	Non-Native	High	Clear	0
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
8	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	1
9	Non-Native	High	Clear	0
9	Non-Native	High	Clear	0
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	1
10	Non-Native	High	Clear	0
10	Non-Native	High	Clear	0
10	Non-Native	High	Clear	0
10	Non-Native	High	Clear	0
10	Non-Native	High	Clear	0
10	Non-Native	High	Clear	0
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	1
11	Non-Native	High	Clear	0
11	Non-Native	High	Clear	0
12	Non-Native	High	Clear	1
12	Non-Native	High	Clear	1
12	Non-Native	High	Clear	1
12	Non-Native	High	Clear	1
12	Non-Native	High	Clear	1
12	Non-Native	High	Clear	1
12	Non-Native	High	Clear	1
12	Non-Native	High	Clear	0
12	Non-Native	High	Clear	0
12	Non-Native	High	Clear	0
12	Non-Native	High	Clear	0
12	Non-Native	High	Clear	0
12	Non-Native	High	Clear	0
12	Non-Native	High	Clear	0
12	Non-Native	High	Clear	0
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	1
13	Non-Native	High	Clear	0
13	Non-Native	High	Clear	0
13	Non-Native	High	Clear	0
14	Non-Native	High	Clear	1
14	Non-Native	High	Clear	1
14	Non-Native	High	Clear	1
14	Non-Native	High	Clear	1
14	Non-Native	High	Clear	1
14	Non-Native	High	Clear	1
14	Non-Native	High	Clear	1
14	Non-Native	High	Clear	0
14	Non-Native	High	Clear	0
14	Non-Native	High	Clear	0
14	Non-Native	High	Clear	0
14	Non-Native	High	Clear	0
14	Non-Native	High	Clear	0
14	Non-Native	High	Clear	0
14	Non-Native	High	Clear	0
15	Non-Native	High	Clear	1
15	Non-Native	High	Clear	1
15	Non-Native	High	Clear	1
15	Non-Native	High	Clear	1
15	Non-Native	High	Clear	1
15	Non-Native	High	Clear	1
15	Non-Native	High	Clear	0
15	Non-Native	High	Clear	0
15	Non-Native	High	Clear	0
15	Non-Native	High	Clear	0
15	Non-Native	High	Clear	0
15	Non-Native	High	Clear	0
15	Non-Native	High	Clear	0
15	Non-Native	High	Clear	0
15	Non-Native	High	Clear	0
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	1
16	Non-Native	High	Clear	0
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	1
17	Non-Native	High	Clear	0
17	Non-Native	High	Clear	0
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	1
18	Non-Native	High	Clear	0
18	Non-Native	High	Clear	0
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	1
19	Non-Native	High	Clear	0
19	Non-Native	High	Clear	0
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	1
20	Non-Native	High	Clear	0
20	Non-Native	High	Clear	0
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	1
21	Non-Native	High	Clear	0
21	Non-Native	High	Clear	0
21	Non-Native	High	Clear	0
21	Non-Native	High	Clear	0
21	Non-Native	High	Clear	0
21	Non-Native	High	Clear	0
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	1
22	Non-Native	High	Clear	0
22	Non-Native	High	Clear	0
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	1
23	Non-Native	High	Clear	0
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
24	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	1
25	Non-Native	High	Clear	0
25	Non-Native	High	Clear	0
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	1
26	Non-Native	High	Clear	0
26	Non-Native	High	Clear	0
26	Non-Native	High	Clear	0
26	Non-Native	High	Clear	0
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	1
27	Non-Native	High	Clear	0
27	Non-Native	High	Clear	0
27	Non-Native	High	Clear	0
27	Non-Native	High	Clear	0
27	Non-Native	High	Clear	0
27	Non-Native	High	Clear	0
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	1
28	Non-Native	High	Clear	0
28	Non-Native	High	Clear	0
28	Non-Native	High	Clear	0
28	Non-Native	High	Clear	0
